ncaa_id,team,season,division,jersey,name,position,height,class,major,hometown,high_school,previous_school,url
588449,Bethany (WV),2024,III,20,Tomas Kores,M,6-0,Jr.,,"""Buenos Aires, Argentina""",Colegio Ward,,https://www.bethanybison.com/sports/msoc/2024-25/bios/kores_tomas_dmvb
588449,Bethany (WV),2024,III,22,Ian Stempler,D,6-0,Jr.,,"""Buenos Aires, Argentina""",Farmingdale College,,https://www.bethanybison.com/sports/msoc/2024-25/bios/stempler_ian_7q2w
588449,Bethany (WV),2024,III,23,Matteo Pintus,GK,6-1,Sr.,,"""Cagliari, Italy""",Liceo Euclide,,https://www.bethanybison.com/sports/msoc/2024-25/bios/pintus_matteo_yukn
588449,Bethany (WV),2024,III,24,Valentin Aguirre Frank,M,6-0,Jr.,,"""Buenos Aires, Argentina""",Colegio Ward,,https://www.bethanybison.com/sports/msoc/2024-25/bios/aguirre_frank_valentin_ahc1
588449,Bethany (WV),2024,III,26,Massimo Favetto,GK,5-11,Sr.,,"""Liceo Franco, Argentina""",Instituto Propuesta Actual,,https://www.bethanybison.com/sports/msoc/2024-25/bios/favetto_massimo_ons4
588449,Bethany (WV),2024,III,27,Samuel Bedoya,D,5-9,Fr.,,"""Cape Coral, Fla.""",Mariner,,https://www.bethanybison.com/sports/msoc/2024-25/bios/bedoya_samuel_16dw
588449,Bethany (WV),2024,III,28,Tafari Colbourne,M,5'10,Jr.,,"""All Saints, Antigua""",Otto's Comprehensive School,,https://www.bethanybison.com/sports/msoc/2024-25/bios/colbourne_tafari_hyve
588449,Bethany (WV),2024,III,30,Derick Hernandez,F,,Fr.,,"""New Orleans, La.""",Kenner Health Sciences Academy,,https://www.bethanybison.com/sports/msoc/2024-25/bios/hernandez_derick_7f11
588449,Bethany (WV),2024,III,31,Alessio De Pippo,F,5-10,Fr.,,"""The Woodlands, Tex.""",College Park,,https://www.bethanybison.com/sports/msoc/2024-25/bios/de_dippo_alessio_nifi
588449,Bethany (WV),2024,III,33,Valerio Martino,M,5-10,Jr.,,"""Anzio, Italy""","Innocenzo XII, Azio",,https://www.bethanybison.com/sports/msoc/2024-25/bios/martino_valerio_y2n4
588449,Bethany (WV),2024,III,34,Jose Carlos Hernandez,M,5-9,Fr,,"""Merida, Mexico""",Prepa Anahuac Campus Merida,,https://www.bethanybison.com/sports/msoc/2024-25/bios/hernandez_jose_carlos_dq9p
588449,Bethany (WV),2024,III,35,Issa Dieng,D,5-9,So,,"""Dakar, Senegal""",Jean Mermoz de Dakar,,https://www.bethanybison.com/sports/msoc/2024-25/bios/deng_issa_u5xe
588449,Bethany (WV),2024,III,36,Ousainou Conateh,F,5-10,So.,,"""Oakton, VA""",Oakton HS,,https://www.bethanybison.com/sports/msoc/2024-25/bios/conateh_ousainou_nilv
588449,Bethany (WV),2024,III,47,Caleb Brown,M,6'0,Fr.,,"""Ringgold, VA""",Dan River HS,,https://www.bethanybison.com/sports/msoc/2024-25/bios/brown_caleb_84pj
588449,Bethany (WV),2024,III,77,Justin Jones,F,6'1,Fr,,"""Hagerstown, MD""",South Hagerstown,,https://www.bethanybison.com/sports/msoc/2024-25/bios/jones_justin_2zhf
588511,Framingham State,2024,III,00,Ty Holden,GK,5-7,Jr,Sports Management,"""Westport, MA""",Atlantis Charter,,https://www.fsurams.com/sports/msoc/2024-25/bios/holden_tyler_7jb0
588511,Framingham State,2024,III,2,Ayoub Essaoui,D,5-8,So,Biology,"""Marlborough, MA""",Marlborough,,https://www.fsurams.com/sports/msoc/2024-25/bios/essaoui_ayoub_8k62
588511,Framingham State,2024,III,3,Bryce Borletto-McCray,D,5-8,Sr,Sports Management,"""Chelmsford, MA""",Chelmsford,,https://www.fsurams.com/sports/msoc/2024-25/bios/borletto-mccray_bryce_djnp
588511,Framingham State,2024,III,4,Abdellah Eddahbi,D,5-7,So,Undeclared,"""Boston, MA""",Excel Academy,,https://www.fsurams.com/sports/msoc/2024-25/bios/eddahbi_abdellah_x0u6
588511,Framingham State,2024,III,5,Lachlan Forgan,D,5-11,Jr,Computer Science,"""Adelaide, Australia""",Chelmsford,,https://www.fsurams.com/sports/msoc/2024-25/bios/forgan_lachlan_ahd9
588511,Framingham State,2024,III,6,Jose Figueroa,M,6-1,Fr,Sports Management,"""Miami Beach, FL""",Miami Beach Senior,,https://www.fsurams.com/sports/msoc/2024-25/bios/figueroa_jose_vwi9
588511,Framingham State,2024,III,7,Landon Medeiros,M,5-8,So,Sports Management,"""Fall River, MA""",B.M.C. Durfee,,https://www.fsurams.com/sports/msoc/2024-25/bios/medeiros_landon_ymtd
588511,Framingham State,2024,III,8,Breyner De Pina,D,6-2,Jr,Communications,"""Fogo, Cape Verde""",Roxbury Preparatory,,https://www.fsurams.com/sports/msoc/2024-25/bios/de_pina_breyner_akwy
588511,Framingham State,2024,III,9,Gustav Hemmingsen,F,6-4,Jr,Psychology,"""Copenhagen, Denmark""",Muscat,,https://www.fsurams.com/sports/msoc/2024-25/bios/hemmingsen_gustav_tpwd
588511,Framingham State,2024,III,11,Kaio Santos Da Silva,M,5-8,So,Undeclared,"""Cuparaque, Brazil""",Martha's Vineyard,,https://www.fsurams.com/sports/msoc/2024-25/bios/santos_da_silva_kaio_nc5l
588511,Framingham State,2024,III,12,Yuji DaSilva,M,5-8,Fr,Business Management,"""Worcester, MA""",Abby Kelley Foster,,https://www.fsurams.com/sports/msoc/2024-25/bios/dasilva_yuji_k9a8
588511,Framingham State,2024,III,13,Karl Hemmingsen,M,6-2,Jr,International Relations,"""Copenhagen, Denmark""",Muscat,,https://www.fsurams.com/sports/msoc/2024-25/bios/hemmingsen_karl_r4or
588511,Framingham State,2024,III,14,Jack Holt,F,5-11,So,Undeclared,"""Belchertown, MA""",Belchertown,,https://www.fsurams.com/sports/msoc/2024-25/bios/holt_john_dzl1
588511,Framingham State,2024,III,17,Gabriel Joachin,D,5-9,Jr,Finance,"""Guatemala City, Guatemala""",Boston Latin,,https://www.fsurams.com/sports/msoc/2024-25/bios/joachin_gabriel_3o5n
588511,Framingham State,2024,III,19,Brian Penney,M,5-9,So,Computer Science,"""Assonet, MA""",Apponequet,,https://www.fsurams.com/sports/msoc/2024-25/bios/penney_brian_ozb9
588511,Framingham State,2024,III,22,Ryan EL Oudghyry,M,5-10,Fr,Sports Management,"""Miami, FL""",Miami Beach,,https://www.fsurams.com/sports/msoc/2024-25/bios/el_oudghyry_ryhan_5zes
588511,Framingham State,2024,III,24,Michael Jokic,F,6-1,Fr,Finance,"""Watertown, MA""",Watertown,,https://www.fsurams.com/sports/msoc/2024-25/bios/jokic_michael_ckxh
588511,Framingham State,2024,III,27,Joao De Aquino,F,6-2,So,Business,"""Rio De Janeiro, Brazil""",Herbert De Souza,,https://www.fsurams.com/sports/msoc/2024-25/bios/de_aquino_joao_t86q
588511,Framingham State,2024,III,28,Mikey Walker,GK,6-2,Fr,Sports Management,"""Bridgewater, MA""",Bridgewater Raynham Regional,,https://www.fsurams.com/sports/msoc/2024-25/bios/walker_michael_e84q
588511,Framingham State,2024,III,29,Tim Singleton,GK,6-2,Fr,Undeclared,"""Westborough, MA""",Westborough,,https://www.fsurams.com/sports/msoc/2024-25/bios/singleton_timothy_7ndx
